1	0.3774	0.3774	1.30712	0	0.929717
2	0.687021	0.687021	1.08238	0	0.395359
3	0.742542	0.742542	3.4755	0	2.73296
4	0.973445	0.973445	3.81837	0	2.84492
5	1.18775	1.18775	2.11341	0	0.925661
6	1.22004	1.22004	3.12652	0	1.90648
7	1.36067	1.36067	3.4765	0	2.11583
8	1.73484	1.73484	4.12575	0	2.39091
9	1.79186	1.79186	3.04769	0	1.25583
10	1.89207	1.89207	2.81043	0	0.918361
11	2.09443	2.09443	2.40317	0	0.30874
12	2.48831	2.48831	3.6785	0	1.19019
13	2.84336	2.84336	4.91751	0	2.07415
14	3.03909	3.03909	3.2968	0	0.257713
15	3.41643	3.41643	5.28043	0	1.86401
16	3.53399	3.53399	4.06817	0	0.534178
17	3.6636	3.6636	7.58943	0	3.92582
18	3.69807	3.69807	4.71539	0	1.01731
19	3.84122	3.84122	7.8996	0	4.05838
20	3.95558	3.95558	7.76883	0	3.81325
21	3.96736	3.96736	9.29518	0	5.32782
22	4.13793	4.13793	7.38215	0	3.24422
23	4.31001	4.31001	9.35295	0	5.04295
24	4.42143	4.42143	4.78099	0	0.359555
25	4.57028	4.71539	4.75433	0.145105	0.0389444
26	4.77339	4.77339	10.4781	0	5.7047
27	5.02153	5.02153	10.4389	0	5.41737
28	5.33729	5.33729	9.42834	0	4.09105
29	5.61031	5.61031	6.1715	0	0.561198
30	5.89719	6.1715	10.2247	0.274315	4.05323
31	6.26179	7.38215	11.4735	1.12037	4.09139
32	6.61671	7.58943	9.28326	0.97272	1.69384
33	6.84151	7.76883	9.6776	0.927319	1.90877
34	6.93371	7.8996	13.7226	0.965891	5.823
35	7.18041	9.28326	14.456	2.10285	5.17269
36	7.51387	9.29518	9.34589	1.78131	0.0507105
37	7.72665	9.34589	13.3383	1.61923	3.99237
38	8.12441	9.35295	14.8335	1.22854	5.48053
39	8.51903	9.42834	16.5976	0.909312	7.16927
40	8.74119	9.6776	11.8254	0.936411	2.14782
41	8.84984	10.2247	14.5374	1.37489	4.31262
42	9.13251	10.4389	12.5892	1.30639	2.15029
43	9.2628	10.4781	16.8107	1.21529	6.33259
44	9.51444	11.4735	18.4348	1.9591	6.9613
45	9.89419	11.8254	14.6264	1.93123	2.801
46	10.0453	12.5892	15.8775	2.54391	3.28835
47	10.1343	13.3383	13.761	3.20399	0.422734
48	10.1914	13.7226	22.3946	3.53121	8.67199
49	10.5009	13.761	15.5224	3.26009	1.76142
50	10.8276	14.456	18.0086	3.62831	3.55263
51	11.192	14.5374	21.0392	3.34535	6.50187
52	11.5673	14.6264	22.0328	3.05914	7.40636
53	11.7251	14.8335	20.3307	3.10843	5.49723
54	12.0483	15.5224	15.9442	3.47416	0.421815
55	12.3373	15.8775	20.4486	3.54024	4.57109
56	12.7313	15.9442	22.5452	3.2129	6.601
57	13.003	-1	6.00827	-14.003	7.00827
58	13.2985	-1	-0.821988	-14.2985	0.178012
59	13.4838	16.5976	21.7872	3.11384	5.18962
60	13.8678	16.8107	24.0712	2.94291	7.26054
61	14.2466	18.0086	25.4981	3.76196	7.48956
62	14.5222	18.4348	18.9352	3.91261	0.50035
63	14.8792	18.9352	19.7569	4.05601	0.821692
64	15.2784	19.7569	21.794	4.47846	2.03712
65	15.4994	20.3307	24.5261	4.83136	4.1954
66	15.7662	20.4486	21.1676	4.68239	0.718934
67	15.8736	-1	7.51544	-16.8736	8.51544
68	15.9905	21.0392	28.7263	5.04873	7.68711
69	16.1193	21.1676	30.1198	5.04828	8.95227
70	16.4119	-1	0.880423	-17.4119	1.88042
71	16.7755	21.7872	29.854	5.01175	8.06677
72	16.962	21.794	24.1083	4.83197	2.31434
73	17.0073	-1	2.04059	-18.0073	3.04059
74	17.2125	-1	5.24755	-18.2125	6.24755
75	17.5461	-1	2.54183	-18.5461	3.54183
76	17.8056	-1	3.69301	-18.8056	4.69301
77	18.1309	22.0328	23.8952	3.90185	1.8624
78	18.2708	-1	3.60597	-19.2708	4.60597
79	18.6521	22.3946	27.6186	3.7425	5.22405
80	18.8132	-1	1.24448	-19.8132	2.24448
81	19.2031	22.5452	24.1974	3.34214	1.65216
82	19.4107	-1	-0.975446	-20.4107	0.0245539
83	19.5764	-1	-0.522761	-20.5764	0.477239
84	19.6622	-1	0.0776216	-20.6622	1.07762
85	19.7069	-1	-0.943068	-20.7069	0.0569323
86	20.0792	23.8952	29.1031	3.81601	5.20795
87	20.4146	24.0712	27.5962	3.65668	3.52498
88	20.6941	24.1083	29.1803	3.41427	5.07194
89	20.805	-1	4.45937	-21.805	5.45937
90	20.8283	-1	4.51336	-21.8283	5.51336
91	21.2121	24.1974	25.219	2.98532	1.02159
92	21.5705	24.5261	27.2416	2.95563	2.71546
93	21.5841	-1	4.10198	-22.5841	5.10198
94	21.6634	-1	3.41808	-22.6634	4.41808
95	22.0156	25.219	28.7962	3.20341	3.57722
96	22.1701	25.4981	30.9856	3.32801	5.48744
97	22.3736	27.2416	32.0977	4.86795	4.85614
98	22.7201	27.5962	29.763	4.87611	2.16676
99	22.7685	27.6186	28.0927	4.85016	0.474087
100	23.1476	-1	0.681237	-24.1476	1.68124
101	23.5202	-1	-0.665993	-24.5202	0.334007
102	23.6674	-1	1.36058	-24.6674	2.36058
103	24.0401	28.0927	28.2111	4.05263	0.118355
104	24.1077	28.2111	28.7854	4.10343	0.574266
105	24.2945	28.7263	30.2498	4.43183	1.52348
106	24.5895	28.7854	30.5929	4.1959	1.80751
107	24.64	28.7962	31.3804	4.15622	2.58425
108	24.9907	-1	1.10164	-25.9907	2.10164
109	25.0046	-1	0.351399	-26.0046	1.3514
110	25.1807	-1	0.294953	-26.1807	1.29495
111	25.2593	29.1031	30.7632	3.84379	1.66008
112	25.5157	29.1803	29.4687	3.66462	0.288375
